utc_time,current_values,hr1_tech_content,secondary_data
2022-05-24 04:25:00.000095,"1,307.40 +3.40    +0.26%
00:24:36 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsMay 24, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
46.177
Neutral
STOCH(9,6)
34.277
Sell
STOCHRSI(14)
21.324
Oversold
MACD(12,26)
-0.310
Sell
ADX(14)
25.636
Neutral
Williams %R
-72.642
Sell
CCI(14)
-109.4799
Sell
ATR(14)
8.5893
Less Volatility
Highs/Lows(14)
-5.6857
Sell
Ultimate Oscillator
46.537
Sell
ROC
-0.419
Sell
Bull/Bear Power(13)
-10.3660
Sell
Buy: 0
Sell: 8
Neutral: 2


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
1305.33
Buy
1308.62
Sell
MA10
1315.23
Sell
1310.77
Sell
MA20
1312.58
Sell
1312.16
Sell
MA50
1308.46
Sell
1311.36
Sell
MA100
1314.85
Sell
1319.78
Sell
MA200
1342.81
Sell
1349.22
Sell
Buy: 1
Sell: 11


Summary:Strong Sell","Volume: 1,336,853
Bid/Ask: 1,307.20 / 1,307.40
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:27:00.000057,"1,307.95 +3.95    +0.30%
00:26:36 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsMay 24, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
46.177
Neutral
STOCH(9,6)
34.277
Sell
STOCHRSI(14)
21.324
Oversold
MACD(12,26)
-0.310
Sell
ADX(14)
25.636
Neutral
Williams %R
-72.642
Sell
CCI(14)
-109.4799
Sell
ATR(14)
8.5893
Less Volatility
Highs/Lows(14)
-5.6857
Sell
Ultimate Oscillator
46.537
Sell
ROC
-0.419
Sell
Bull/Bear Power(13)
-10.3660
Sell
Buy: 0
Sell: 8
Neutral: 2


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
1305.33
Buy
1308.62
Sell
MA10
1315.23
Sell
1310.77
Sell
MA20
1312.58
Sell
1312.16
Sell
MA50
1308.46
Sell
1311.36
Sell
MA100
1314.85
Sell
1319.78
Sell
MA200
1342.81
Sell
1349.22
Sell
Buy: 1
Sell: 11


Summary:Strong Sell","Volume: 1,368,728
Bid/Ask: 1,307.75 / 1,307.95
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:29:00.000058,"1,306.05 +2.05    +0.16%
00:28:35 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (1)Sell (11)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsMay 24, 2022 04:20AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:20AM GMT
Name
Value
Action
RSI(14)
46.177
Neutral
STOCH(9,6)
34.277
Sell
STOCHRSI(14)
21.324
Oversold
MACD(12,26)
-0.310
Sell
ADX(14)
25.636
Neutral
Williams %R
-72.642
Sell
CCI(14)
-109.4799
Sell
ATR(14)
8.5893
Less Volatility
Highs/Lows(14)
-5.6857
Sell
Ultimate Oscillator
46.537
Sell
ROC
-0.419
Sell
Bull/Bear Power(13)
-10.3660
Sell
Buy: 0
Sell: 8
Neutral: 2


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:20AM GMT
Period
Simple
Exponential
MA5
1305.33
Buy
1308.62
Sell
MA10
1315.23
Sell
1310.77
Sell
MA20
1312.58
Sell
1312.16
Sell
MA50
1308.46
Sell
1311.36
Sell
MA100
1314.85
Sell
1319.78
Sell
MA200
1342.81
Sell
1349.22
Sell
Buy: 1
Sell: 11


Summary:Strong Sell","Volume: 1,389,108
Bid/Ask: 1,306.05 / 1,306.20
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:31:00.000064,"1,305.30 +1.30    +0.10%
00:30:35 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)
Pivot PointsMay 24, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
44.800
Sell
STOCH(9,6)
33.360
Sell
STOCHRSI(14)
14.723
Oversold
MACD(12,26)
-0.450
Sell
ADX(14)
25.636
Neutral
Williams %R
-78.145
Sell
CCI(14)
-113.8444
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-7.4357
Sell
Ultimate Oscillator
44.374
Sell
ROC
-0.553
Sell
Bull/Bear Power(13)
-9.6660
Sell
Buy: 0
Sell: 9
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
1304.98
Sell
1308.04
Sell
MA10
1315.05
Sell
1310.45
Sell
MA20
1312.49
Sell
1312.00
Sell
MA50
1308.42
Sell
1311.29
Sell
MA100
1314.83
Sell
1319.75
Sell
MA200
1342.80
Sell
1349.20
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,422,711
Bid/Ask: 1,304.75 / 1,305.20
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:33:00.000072,"1,304.65 +0.65    +0.05%
00:32:16 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)
Pivot PointsMay 24, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
44.800
Sell
STOCH(9,6)
33.360
Sell
STOCHRSI(14)
14.723
Oversold
MACD(12,26)
-0.450
Sell
ADX(14)
25.636
Neutral
Williams %R
-78.145
Sell
CCI(14)
-113.8444
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-7.4357
Sell
Ultimate Oscillator
44.374
Sell
ROC
-0.553
Sell
Bull/Bear Power(13)
-9.6660
Sell
Buy: 0
Sell: 9
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
1304.98
Sell
1308.04
Sell
MA10
1315.05
Sell
1310.45
Sell
MA20
1312.49
Sell
1312.00
Sell
MA50
1308.42
Sell
1311.29
Sell
MA100
1314.83
Sell
1319.75
Sell
MA200
1342.80
Sell
1349.20
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,440,932
Bid/Ask: 1,304.50 / 1,304.65
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:35:00.000050,"1,303.05 -0.95    -0.07%
00:34:46 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)
Pivot PointsMay 24, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
44.800
Sell
STOCH(9,6)
33.360
Sell
STOCHRSI(14)
14.723
Oversold
MACD(12,26)
-0.450
Sell
ADX(14)
25.636
Neutral
Williams %R
-78.145
Sell
CCI(14)
-113.8444
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-7.4357
Sell
Ultimate Oscillator
44.374
Sell
ROC
-0.553
Sell
Bull/Bear Power(13)
-9.6660
Sell
Buy: 0
Sell: 9
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
1304.98
Sell
1308.04
Sell
MA10
1315.05
Sell
1310.45
Sell
MA20
1312.49
Sell
1312.00
Sell
MA50
1308.42
Sell
1311.29
Sell
MA100
1314.83
Sell
1319.75
Sell
MA200
1342.80
Sell
1349.20
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,473,291
Bid/Ask: 1,303.00 / 1,303.05
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:37:00.000054,"1,303.00 -1.00    -0.08%
00:36:41 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)
Pivot PointsMay 24, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
44.800
Sell
STOCH(9,6)
33.360
Sell
STOCHRSI(14)
14.723
Oversold
MACD(12,26)
-0.450
Sell
ADX(14)
25.636
Neutral
Williams %R
-78.145
Sell
CCI(14)
-113.8444
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-7.4357
Sell
Ultimate Oscillator
44.374
Sell
ROC
-0.553
Sell
Bull/Bear Power(13)
-9.6660
Sell
Buy: 0
Sell: 9
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
1304.98
Sell
1308.04
Sell
MA10
1315.05
Sell
1310.45
Sell
MA20
1312.49
Sell
1312.00
Sell
MA50
1308.42
Sell
1311.29
Sell
MA100
1314.83
Sell
1319.75
Sell
MA200
1342.80
Sell
1349.20
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,495,814
Bid/Ask: 1,302.95 / 1,303.15
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:39:00.000052,"1,303.40 -0.60    -0.05%
00:38:56 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)
Pivot PointsMay 24, 2022 04:30AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:30AM GMT
Name
Value
Action
RSI(14)
44.800
Sell
STOCH(9,6)
33.360
Sell
STOCHRSI(14)
14.723
Oversold
MACD(12,26)
-0.450
Sell
ADX(14)
25.636
Neutral
Williams %R
-78.145
Sell
CCI(14)
-113.8444
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-7.4357
Sell
Ultimate Oscillator
44.374
Sell
ROC
-0.553
Sell
Bull/Bear Power(13)
-9.6660
Sell
Buy: 0
Sell: 9
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:30AM GMT
Period
Simple
Exponential
MA5
1304.98
Sell
1308.04
Sell
MA10
1315.05
Sell
1310.45
Sell
MA20
1312.49
Sell
1312.00
Sell
MA50
1308.42
Sell
1311.29
Sell
MA100
1314.83
Sell
1319.75
Sell
MA200
1342.80
Sell
1349.20
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,514,554
Bid/Ask: 1,303.25 / 1,303.40
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:41:00.000053,"1,302.90 -1.10    -0.08%
00:40:39 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsMay 24, 2022 04:40AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:40AM GMT
Name
Value
Action
RSI(14)
43.366
Sell
STOCH(9,6)
32.285
Sell
STOCHRSI(14)
7.848
Oversold
MACD(12,26)
-0.620
Sell
ADX(14)
25.636
Neutral
Williams %R
-84.591
Oversold
CCI(14)
-119.5462
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-9.4858
Sell
Ultimate Oscillator
41.963
Sell
ROC
-0.709
Sell
Bull/Bear Power(13)
-9.0800
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:40AM GMT
Period
Simple
Exponential
MA5
1304.57
Sell
1307.36
Sell
MA10
1314.85
Sell
1310.08
Sell
MA20
1312.39
Sell
1311.80
Sell
MA50
1308.38
Sell
1311.21
Sell
MA100
1314.81
Sell
1319.70
Sell
MA200
1342.79
Sell
1349.18
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,536,487
Bid/Ask: 1,302.85 / 1,303.00
Day's Range: 1,296.90 - 1,311.00"
2022-05-24 04:43:00.000058,"1,302.80 -1.20    -0.09%
00:42:56 - Real-time Data. Currency in INR ( Disclaimer )
Type:  Equity
Market:  India
ISIN:  INE040A01034
S/N:  HDFCBANK","Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)
Pivot PointsMay 24, 2022 04:40AM GMT
Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1286.20
1292.00
1298.95
1304.75
1311.70
1317.50
1324.45
Fibonacci
1292.00
1296.87
1299.88
1304.75
1309.62
1312.63
1317.50
Camarilla
1302.39
1303.56
1304.73
1304.75
1307.07
1308.24
1309.41
Woodie's
1286.78
1292.29
1299.53
1305.04
1312.28
1317.79
1325.03
DeMark's
-
-
1301.85
1306.20
1314.60
-
-
Technical IndicatorsMay 24, 2022 04:40AM GMT
Name
Value
Action
RSI(14)
43.366
Sell
STOCH(9,6)
32.285
Sell
STOCHRSI(14)
7.848
Oversold
MACD(12,26)
-0.620
Sell
ADX(14)
25.636
Neutral
Williams %R
-84.591
Oversold
CCI(14)
-119.5462
Sell
ATR(14)
8.6036
Less Volatility
Highs/Lows(14)
-9.4858
Sell
Ultimate Oscillator
41.963
Sell
ROC
-0.709
Sell
Bull/Bear Power(13)
-9.0800
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell
Moving AveragesMay 24, 2022 04:40AM GMT
Period
Simple
Exponential
MA5
1304.57
Sell
1307.36
Sell
MA10
1314.85
Sell
1310.08
Sell
MA20
1312.39
Sell
1311.80
Sell
MA50
1308.38
Sell
1311.21
Sell
MA100
1314.81
Sell
1319.70
Sell
MA200
1342.79
Sell
1349.18
Sell
Buy: 0
Sell: 12


Summary:Strong Sell","Volume: 1,554,452
Bid/Ask: 1,302.70 / 1,302.80
Day's Range: 1,296.90 - 1,311.00"
